text,annotation task,number of annotations,annotations,annotators,lang,hard_label,split,soft_label.0,soft_label.1,other_info.domain
Trump Could Have Possibly Sabotaged US’s Ability To Properly Deal With The Coronavirus And It Appears To Have A Lot To Do With Obama <url> via <user>,offensiveness detection,5,"0,0,0,0,1","Ann582,Ann517,Ann581,Ann779,Ann500",en,0,dev,0.8,0.2,Covid-19
I’m a bear!,offensiveness detection,5,"0,0,0,0,0","Ann628,Ann517,Ann344,Ann515,Ann390",en,0,dev,1.0,0.0,Covid-19
"lol my mom knew george floyd was screaming and in pain and stuff and she was like ""what if he didn't believe him"" like ?? ? ?? ???? ?? ? ? and she continues to say the cop isnt racist i just- i want to die this earth sucks",offensiveness detection,5,"0,1,0,0,0","Ann443,Ann764,Ann29,Ann501,Ann615",en,0,dev,0.8,0.2,BLM
"<user> Maybe if the Pro-Democrat Media Mob from CNN, MSNBC, NYT, WaPo, ABC and so many others would stop spewing hatred against Trump and all his supporters 24 hours a day, 7 days a week, America would not be so divided.",offensiveness detection,5,"0,0,0,1,1","Ann641,Ann60,Ann633,Ann779,Ann131",en,0,dev,0.6,0.4,Elections2020
I know this ain’t 1960 &amp; Ella 😂😂😂😂,offensiveness detection,5,"0,0,0,0,0","Ann200,Ann514,Ann390,Ann558,Ann91",en,0,dev,1.0,0.0,Covid-19
THIS EVIL PRICK DID IT ON PURPOSE! MORE BLACKS &amp; BROWNS DEAD LESS VOTES IN NOVEMBER ! BETTER FOR THIS DESPICABLE PRICK! <url>,offensiveness detection,5,"1,1,0,1,1","Ann779,Ann200,Ann514,Ann240,Ann21",en,1,dev,0.2,0.8,Covid-19
"<user> <user> <user> Yeah sure. #BlackLivesMatter save the UNBORN !!!!!! These ""medical professionals"" are evil.",offensiveness detection,5,"1,0,0,0,0","Ann364,Ann419,Ann245,Ann755,Ann29",en,0,dev,0.8,0.2,BLM
<user> won't cover this though....  <url>,offensiveness detection,5,"0,0,0,0,0","Ann632,Ann517,Ann779,Ann538,Ann801",en,0,dev,1.0,0.0,Covid-19
Raise your hand if there is no way in hell you're going to install a COVID-19 tracing app on your phone. #privacy,offensiveness detection,5,"1,0,0,0,0","Ann768,Ann582,Ann266,Ann669,Ann188",en,0,dev,0.8,0.2,Covid-19
"<user> <user> A report by Vice News about right-wing infiltrators in the protests notes ""hardcore ‘accelerationists’ … are encouraging their neo-Nazi followers to go to the protests and carry out acts of violence against black people."" <url>",offensiveness detection,5,"0,1,0,0,0","Ann113,Ann245,Ann755,Ann413,Ann274",en,0,dev,0.8,0.2,BLM
We all gonna be alcoholics when this is all said and done.  #covid19,offensiveness detection,5,"0,0,0,0,0","Ann232,Ann200,Ann681,Ann169,Ann768",en,0,dev,1.0,0.0,Covid-19
<user> <user> Your a liar and pos wheres the money lie and your crook son,offensiveness detection,5,"1,1,1,1,1","Ann471,Ann334,Ann601,Ann573,Ann723",en,1,dev,0.0,1.0,Elections2020
#COVIDー19 might be the best thing to happen to trump.  now when he loses he will have something to blame.  He won't have to come to face with the fact that he was just a really bad #POTUS. I mean the fucking worst. #VoteBidenHarris2020,offensiveness detection,5,"0,1,0,0,0","Ann200,Ann240,Ann783,Ann558,Ann208",en,0,dev,0.8,0.2,Covid-19
BRUH WE GOT VIDEO OF THE COPS PUTTING OUT THE FUCKING BRICKS!!!!!! #protectandserve,offensiveness detection,5,"1,0,1,1,1","Ann373,Ann149,Ann30,Ann233,Ann443",en,1,dev,0.2,0.8,BLM
Disgusting animals #scum,offensiveness detection,5,"1,1,1,1,1","Ann274,Ann443,Ann582,Ann616,Ann701",en,1,dev,0.0,1.0,BLM
<user> Only cowards and those who never served believe that. We do not!,offensiveness detection,5,"1,0,0,0,1","Ann779,Ann517,Ann721,Ann459,Ann456",en,0,dev,0.6,0.4,Elections2020
<user> <user> is a loser !,offensiveness detection,5,"1,1,1,0,1","Ann517,Ann266,Ann779,Ann721,Ann591",en,1,dev,0.2,0.8,Elections2020
Only thugs here are the cops that made George Floyd a memory <url>,offensiveness detection,5,"1,1,1,1,1","Ann343,Ann239,Ann800,Ann501,Ann708",en,1,dev,0.0,1.0,BLM
SUPPORT WRESTLING!  SCREW CORONAVIRUS!  #NoFansMonday <url>,offensiveness detection,5,"0,0,0,1,0","Ann779,Ann514,Ann266,Ann682,Ann358",en,0,dev,0.8,0.2,Covid-19
<user> <user> <user> <user> That’s because schools were closed and COVID-19 has only been around for a year... how dumb are you? 🤭😬,offensiveness detection,5,"1,0,0,1,0","Ann779,Ann200,Ann768,Ann514,Ann669",en,0,dev,0.6,0.4,Covid-19
"Yeah, this is nothing like a third world shit hole. Hey, do you suppose the pResident is getting a per head bonus? Bc 157,000 x ???? = a big ole pile of cash.",offensiveness detection,5,"1,1,1,0,0","Ann200,Ann514,Ann232,Ann477,Ann710",en,1,dev,0.4,0.6,Covid-19
"America, it’s time to vote for <user> Lets get pumped, HELL YA! Pass it on.",offensiveness detection,5,"0,0,0,0,0","Ann779,Ann147,Ann785,Ann415,Ann250",en,0,dev,1.0,0.0,Elections2020
"<user> How is it racist when both white and black people are rioting,  absolutely disgusting what happened to George floyd 😢 and I'd hang  the 4 officers involved but you cang let people riot like that , it gets you nowhere 😡😡",offensiveness detection,5,"1,1,0,1,1","Ann566,Ann13,Ann419,Ann616,Ann241",en,1,dev,0.2,0.8,BLM
The Unholy Alliance of Trump and Dr. Oz <url>,offensiveness detection,5,"0,0,1,0,0","Ann582,Ann188,Ann293,Ann779,Ann638",en,0,dev,0.8,0.2,Covid-19
"Trump clearly came out on top. The only response biden had was Trump's a liar, Trumps lying. Just shut up and sit down <user>",offensiveness detection,5,"1,0,1,1,1","Ann149,Ann517,Ann546,Ann763,Ann345",en,1,dev,0.2,0.8,Elections2020
Holy shit... 👇🏽👇🏽,offensiveness detection,5,"1,1,1,0,0","Ann200,Ann514,Ann500,Ann118,Ann718",en,1,dev,0.4,0.6,Covid-19
<user> nope 👎🏾,offensiveness detection,5,"0,0,0,0,0","Ann384,Ann188,Ann274,Ann779,Ann721",en,0,dev,1.0,0.0,Elections2020
Trump's coronavirus delusions risk corrupting the search for a vaccine  <url>,offensiveness detection,5,"0,0,1,1,0","Ann514,Ann232,Ann240,Ann358,Ann704",en,0,dev,0.6,0.4,Covid-19
Alex Jones Is Told to Stop Selling Sham Anti-Coronavirus Toothpaste <url> via <user>  Sleazy #AlexJones never lets you down!  #TrumpDaddy must be so proud.  Too bad the Medal is forever tainted unless we can remove his name.  #TrumpIsTheWORSTPresidentEVER,offensiveness detection,5,"1,0,0,1,1","Ann402,Ann741,Ann390,Ann768,Ann681",en,1,dev,0.4,0.6,Covid-19
"The police are looking for #LenaHernandez, the racist elderly woman who harasses people who she perceives as having no place in America. They can’t find her based on her  license plate or she’s never home. Call 911 if you see her. 😂  #BlackLivesMatter <url>",offensiveness detection,5,"1,0,0,0,0","Ann577,Ann127,Ann487,Ann451,Ann29",en,0,dev,0.8,0.2,BLM
"Illinois Gov. Pritzker on Coronavirus: Trump Administration 'Has Fallen Down,' States Are 'On Our Own' 🙄 He’ll die from cheeseburgers 🍔 from the looks of things <url>",offensiveness detection,5,"0,0,0,1,0","Ann200,Ann669,Ann232,Ann240,Ann369",en,0,dev,0.8,0.2,Covid-19
NO JUSTICE NO PEACE #BlackLivesMatter   #VidasNegrasImportam   #BLACK_LIVES_MATTER,offensiveness detection,5,"0,0,0,0,0","Ann113,Ann306,Ann496,Ann529,Ann199",en,0,dev,1.0,0.0,BLM
"These are not Americans. These are terrorists who tear down our flag and divide us. We need police, the National Guard and SWAT teams to arrest and prosecute them harshly.",offensiveness detection,5,"0,0,0,0,1","Ann117,Ann428,Ann481,Ann755,Ann534",en,0,dev,0.8,0.2,BLM
"<user> Pack it in Joke, you were awful.",offensiveness detection,5,"0,1,0,0,1","Ann728,Ann779,Ann30,Ann423,Ann342",en,0,dev,0.6,0.4,Elections2020
<user> George Soros needs to come collect his thugs and allow the country to respectfully mourn the unwarranted death of George Floyd at the hands of a disgustingly corrupt police officer.  He did not act alone and all those with him need to be charged with murder also!,offensiveness detection,5,"0,1,0,1,1","Ann163,Ann5,Ann129,Ann685,Ann274",en,1,dev,0.4,0.6,BLM
<user> <user> LMFAOOOOO Cry some more 🥺,offensiveness detection,5,"1,0,1,1,0","Ann779,Ann200,Ann188,Ann573,Ann311",en,1,dev,0.4,0.6,Elections2020
"I’d rather have the racism, WTF is this supposed to do?",offensiveness detection,5,"0,0,0,0,1","Ann3,Ann551,Ann245,Ann565,Ann225",en,0,dev,0.8,0.2,BLM
"You don’t give a fuck about George Floyd bro, stop fucking acting like you care. You don’t give a shit about us! You just want our votes, but guess what honey, you’re not about to get mine, and whoever supports you can go kiss somebody else ass cause mine is too good for y’all 😂 <url> ",offensiveness detection,5,"1,1,1,1,1","Ann755,Ann338,Ann30,Ann364,Ann513",en,1,dev,0.0,1.0,BLM
"#BlackLivesMatter apparently call off their Glasgow ""Peel Must Fall"" demo. #Antifa cowards have been sneaking around at night all week defacing road signs and statues, but faced with #StatueDefenders in broad daylight they've bottled it. #SaveOurStatues #BritishHistoryMatters",offensiveness detection,5,"0,0,0,0,0","Ann127,Ann551,Ann29,Ann338,Ann225",en,0,dev,1.0,0.0,BLM
Do y'all retards really think anonymous has Twitter accounts?,offensiveness detection,5,"1,1,1,1,1","Ann5,Ann608,Ann117,Ann65,Ann318",en,1,dev,0.0,1.0,BLM
"If it's someone you love, 1 death is absolutely a lot. That being said, there are over 350 MILLION citizens in the US. 200k is less than 1%. It's also way less than 2M predicted which is amazing considering the behavior of CDC &amp; many Govs over the last 6 mos. <url>",offensiveness detection,5,"0,0,0,0,0","Ann149,Ann517,Ann266,Ann88,Ann763",en,0,dev,1.0,0.0,Elections2020
"<user> Really bitch who do you think pays for that insurance everything goes up. Get a fuckin job, rioting and looting has nothing to do with Justice for George Floyd or anyone else.",offensiveness detection,5,"0,1,1,1,1","Ann598,Ann364,Ann306,Ann755,Ann474",en,1,dev,0.2,0.8,BLM
Good job <user>    This is INHUMANE!,offensiveness detection,5,"0,0,0,0,0","Ann200,Ann669,Ann232,Ann390,Ann369",en,0,dev,1.0,0.0,Covid-19
"Cloth face masks do exactly jack shit. The virus travels right through them as though they’re not there. They’re nothing but virtue signaling. A surgical mask or N95, or why bother?! <url>",offensiveness detection,5,"0,1,1,0,0","Ann200,Ann768,Ann188,Ann169,Ann511",en,0,dev,0.6,0.4,Covid-19
games??? this isnt a fucking game you asshole fucking hijueputa,offensiveness detection,5,"1,1,1,1,1","Ann274,Ann408,Ann443,Ann245,Ann708",en,1,dev,0.0,1.0,BLM
Good morning!  What a great day to be alive 😊  #Trump2020 #MAGA,offensiveness detection,5,"0,0,0,0,0","Ann60,Ann619,Ann377,Ann144,Ann8",en,0,dev,1.0,0.0,Elections2020
Let’s PROTEST AND MARCH IN SILENCE! THERE IS POWER IN SILENCE! SILENCE IS ONE OF THE GREATEST ARTS OF CONVERSATION!  ACTIONS SPEAK LOUDER THAN WORDS! 6/22-6/30  OUR SILENCE WILL SPEAK VOLUMES! THEY HAVE NOT LISTENING TO US THUS FAR!  Let BLM SPEAK FOR US!  #BlackLivesMatter,offensiveness detection,5,"0,0,0,0,0","Ann117,Ann513,Ann209,Ann734,Ann374",en,0,dev,1.0,0.0,BLM
<user> Joe Biden is a clown corpse! A lying crooked and real piece of shit!,offensiveness detection,5,"1,1,1,1,1","Ann517,Ann739,Ann60,Ann53,Ann779",en,1,dev,0.0,1.0,Elections2020
<user> Trump was disgraceful,offensiveness detection,5,"1,0,0,0,0","Ann60,Ann619,Ann379,Ann149,Ann381",en,0,dev,0.8,0.2,Elections2020
"<user> <user> Marxists? Get off the Fox News dribble. I remember the civil rights movement of the 60’s. White supremacists called the Black Americans peacefully protesting anarchists, traitors, and YES, Marxists. You people really do need new material.",offensiveness detection,5,"1,0,1,0,1","Ann779,Ann334,Ann377,Ann246,Ann415",en,1,dev,0.4,0.6,Elections2020
Trump is no real AMERICAN PRESIDENT-He is the White Supremacist LEADER and has to go-No If's OR Butts ABOUT IT  and THREATENING TO STEAL THE AMERICAN ELECTION  #VoteTrumpOut2020 #VoteEveryRepublicanRunningOut2020,offensiveness detection,5,"1,0,1,1,1","Ann402,Ann783,Ann53,Ann20,Ann779",en,1,dev,0.2,0.8,Elections2020
"Jews will not replace us. -Protesters Trump: There were very fine people on both sides. ""Stop killing us. Justice for Floyd."" -Protesters Trump: These thugs are dishonoring the memory of George Floyd.",offensiveness detection,5,"0,1,0,0,1","Ann623,Ann247,Ann616,Ann506,Ann701",en,0,dev,0.6,0.4,BLM
"Hey <user> #Enough of your lies! ""We’re not even close to the demand for #COVIDー19 #tests — We’re off by hundreds of thousands; perhaps millions are needed AND there’s not nearly enough trained personnel.""",offensiveness detection,5,"0,0,0,1,0","Ann514,Ann297,Ann88,Ann57,Ann273",en,0,dev,0.8,0.2,Covid-19
<user> The utter ignorance of this woman!    What an embarrassing account on her side 😂...when will people learn?!  Lesson: Do not concern yourself in buisness that does not concern you!  #BlackLivesMatter ✊🏼✊🏽✊🏿✊🏾,offensiveness detection,5,"1,0,0,0,0","Ann279,Ann513,Ann338,Ann534,Ann512",en,0,dev,0.8,0.2,BLM
"<user> On this beautiful day, Let us not later lament A coronavirus-19 outbreak That we have power to, now, Close schools and easily prevent  #WorkFromHome #covid19uae",offensiveness detection,5,"0,0,0,0,0","Ann779,Ann514,Ann266,Ann21,Ann704",en,0,dev,1.0,0.0,Covid-19
"Fuck you, fuck the oppression, eat a fat cock. Why not help out someone for once you umpa lumpa looking motherfucker. #BlackLivesMatter #bunkerbabytrump #GorgeFloyd",offensiveness detection,5,"1,1,1,1,1","Ann274,Ann408,Ann535,Ann229,Ann245",en,1,dev,0.0,1.0,BLM
"<user> HIllary's actions potentially brought t🗺️to WAR w her ""reckless n treasonous"" deeds 👆  its a good thing both <user> &amp; <user> #Putin are alpha Lions who understand each other; whereas #StupidBastard <user> a Corrupt Chupacabra! #LockEmUp #LockEmUp #MAGA2020",offensiveness detection,5,"1,1,1,0,1","Ann60,Ann402,Ann237,Ann53,Ann779",en,1,dev,0.2,0.8,Elections2020
tw// mentions of death  Ban the vascular choke hold that killed George Floyd in Brevard County <url>,offensiveness detection,5,"0,0,0,0,0","Ann608,Ann306,Ann755,Ann474,Ann274",en,0,dev,1.0,0.0,BLM
"<user> <user> <user> <user> 1/This chaos isn't about George Floyd. It's about destroying our country from within! We need to get off this racial crap! Race doesn't come before God &amp; country!  These ""tin gods"" have been using race play us like fine violins--so we'll vote away our country. Don't buy into it.",offensiveness detection,5,"0,0,1,0,0","Ann598,Ann632,Ann428,Ann755,Ann661",en,0,dev,0.8,0.2,BLM
"Two #Covid19 deaths in Washington State and <user> Pence an anti science Evangelical is doing what exactly?  #PencePandemic    Fanatical white nationalist #MAGA types are not only destroying our democracy, they are paving the way for a pandemic crisis. <url>",offensiveness detection,5,"1,1,1,1,0","Ann682,Ann266,Ann768,Ann247,Ann669",en,1,dev,0.2,0.8,Covid-19
YOU SET THIS UP AND YOU DAMN WELL KNOW IT! Trump blames the 'radical left and ANTIFA' for George Floyd protests <url> via <user>,offensiveness detection,5,"0,1,0,1,0","Ann551,Ann571,Ann29,Ann338,Ann512",en,0,dev,0.6,0.4,BLM
Lil Wayne Lands In Trouble For Making This Controversial Comment About The Killing Of George Floyd By Derek Chauvin Who Kneeled On His Neck <url>  Celebrity News #FatJoe #LilWayne #Celebrity <url>,offensiveness detection,5,"0,0,0,1,0","Ann237,Ann443,Ann582,Ann338,Ann708",en,0,dev,0.8,0.2,BLM
Holy shitballs my bestie here just said the funniest thing I've heard all day about numbnuts. I cannot share it as I would be suspended for sure. I will say it had to do with the coronavirus + orange hitler. She's the best.💁‍♀️,offensiveness detection,5,"1,1,1,1,1","Ann517,Ann514,Ann64,Ann777,Ann434",en,1,dev,0.0,1.0,Covid-19
"<user> <user> <user> as a Democracy, we should all be against fascism,  racism and white supremacy. You just don’t seem to understand that. You don’t deserve to be President of the USA. I look forward to voting for <user> . #shutupman #TrumpIsARacist #BidenHarrisLandslide2020",offensiveness detection,5,"0,1,1,1,1","Ann149,Ann88,Ann64,Ann60,Ann425",en,1,dev,0.2,0.8,Elections2020
Tom Cotton: If China Responsible for Coronavirus -- 'Xi Jinping and His Chinese Communist Apparatchiks Must Be Made to Pay the Price' - <url> by <user> on <user>,offensiveness detection,5,"0,1,0,0,1","Ann200,Ann240,Ann165,Ann514,Ann64",en,0,dev,0.6,0.4,Covid-19
<user> <user> Buffoon,offensiveness detection,5,"1,1,1,1,1","Ann811,Ann588,Ann697,Ann463,Ann41",en,1,dev,0.0,1.0,Elections2020
"<user> What a shit show, right out of the gate....arguing which SHITTY private healthcare policies will cause 100 million to be uninsured. YOU BOTH SUCK!!!! I voted for Howie!!",offensiveness detection,5,"1,0,1,1,1","Ann546,Ann144,Ann415,Ann779,Ann517",en,1,dev,0.2,0.8,Elections2020
<user> <user> Have the law enforcement leaders condemning the action against George Floyd instead publicly commit to eradicating the Kill-a-Black Kop Korp from their own organizations. It is a sport for some of their officers and they know who these KKK players are. #BlackLivesMatter,offensiveness detection,5,"0,0,0,0,1","Ann245,Ann447,Ann717,Ann411,Ann274",en,0,dev,0.8,0.2,BLM
